Прізвище,Ім'я,Побатькові,Стать,Дата народження,Посада,Місто проживання,Адреса,Телефон,Email
Гупало,Назар,Юрійович,Чоловік,1965-10-28 00:00:00,Паблік рилейшнз,село Марко,"набережна Терещенко, 804, село Ганна, 66862",+38 (715) 488-06-99,feofanshutʹko@datsiuk.net
Корж,Зиновій,Михайлович,Чоловік,1982-08-19 00:00:00,Мінералог,село Емілія,"майдан Зубко, 890, село Давид, 76968",703 91 47,cdanchuk@davymuka.org
Гресь,Юхим,Данилович,Чоловік,1950-07-12 00:00:00,Актор,хутір Богуслава,"Гоголь узвіз, 84, селище Охрім, 71949",+38 949 033-57-53,marusiashovkoplias@dotsenko.info
Адаменко,Аврелій,Юрійович,Чоловік,1951-05-22 00:00:00,Гірник,селище Соломія,"Захаренко узвіз, 3, хутір Сергій, 39656",+38 (553) 199-60-84,okseniia16@symonenko.укр
Ємельяненко,Костянтин,Михайлович,Чоловік,2004-03-05 00:00:00,Біолог,село Руслан,"провулок Литвиненко, 430, село Гліб, 92824",+38 514 754-33-60,cshablii@gov.ua
Сімашкевич,Антон,Дмитрович,Чоловік,1974-10-30 00:00:00,Епідеміолог,хутір Марина,"майдан Засуха, 6, селище Оксенія, 14351",+38 (195) 125-46-08,andrusenkomarusia@shvaika-fartushniak.укр
Фурс,Юстина,Дмитрівна,Жінка,1976-01-11 00:00:00,Співак,хутір Юстим,"набережна Каденюк, 6, село Семен, 34842",022 719-99-91,yzabila@tarasenko.ua
Негода,Лесь,Дмитрович,Чоловік,1959-08-14 00:00:00,Бібліограф,місто Трохим,"майдан Гузій, 43, місто Емілія, 46803",492-78-48,ttalan@i.ua
Черненко,Аарон,Олегович,Чоловік,1994-06-10 00:00:00,Ді-джей,село Борис,"майдан Деряжний, 9, місто Аніта, 38236",+38 354 536-62-04,iustyna24@gmail.com
Оберемко,Софія,Сергіївна,Жінка,1949-08-21 00:00:00,Швачка,село Святослава,"майдан Гунько, 012, селище Назар, 01685",890-50-54,zynoviichalenko@bhydenko.org
Артимишин,Панас,Анатолійович,Чоловік,1959-06-14 00:00:00,Мірошник,селище Болеслав,"Онуфрієнко узвіз, 8, місто Геннадій, 27977",+38 660 246 12 87,wromanetsʹ@ilʹchenko-vatamaniuk.ua
Оберемко,Владислав,Данилович,Чоловік,1968-06-02 00:00:00,Ґрунтознавець,село Маруся,"набережна Кириленко, 6, селище Лілія, 06731",896-64-71,haidamakamilena@lazarenko.net
Власенко,Миколай,Григорович,Чоловік,1979-02-16 00:00:00,Конструктор,місто Маруся,"проспект Оліфіренко, 85, хутір Сергій, 72461",+38 703 474-81-18,vladyslavtaran@tverdokhlib.net
Артюх,Тереза,Григорівна,Жінка,1999-03-09 00:00:00,Літературознавець,місто Володимир,"Пустовіт узвіз, 358, хутір Павло, 15625",+38 261 811-36-67,parmen37@gov.ua
Туркало,Зорян,Юрійович,Чоловік,1979-07-01 00:00:00,Ветеринар,село Варфоломій,"Абраменко узвіз, 13, хутір Макар, 54613",084 361 26 00,andriiovychsnizhana@i.ua
Шиян,Едита,Юріївна,Жінка,1977-09-03 00:00:00,Ді-джей,хутір Вʼячеслав,"Наливайко узвіз, 4, хутір Володимира, 19020",+38 452 971-56-51,samoilenkomaryna@gmail.com
Єщенко,Франц,Григорович,Чоловік,1980-01-30 00:00:00,Візажист,місто Еріка,"вулиця Радченко, 9, селище Оксенія, 55402",+38 857 056-96-56,leopolʹd07@vdovychenko.com
Слюсар,Панас,Петрович,Чоловік,1993-09-24 00:00:00,Біолог,хутір Мілена,"бульвар Безбородько, 4, селище Стефан, 88053",+38 462 940-94-76,nvernyhora@danylʹchuk.org
Цибуленко,Степан,Сергійович,Чоловік,1945-09-22 00:00:00,Промисловець,місто Ірина,"провулок Засядько, 8, місто Галина, 69051",+38 452 191 31 20,bhunʹko@ukr.net
Деревʼянко,Альбіна,Іванівна,Жінка,1985-12-27 00:00:00,Сантехнік,село Ілля,"Непорожній узвіз, 4, хутір Едуард, 49547",+38 (244) 633-90-98,stetsʹpetro@email.ua
Швачка,Богданна,Ільївна,Жінка,1951-10-19 00:00:00,Мікробіолог,село Амвросій,"набережна Даньків, 6, хутір Валентина, 53225",+38 (221) 498-20-46,zzaika@zaporozhetsʹ-vasylenko.net
Макаренко,Гаврило,Максимович,Чоловік,1970-11-28 00:00:00,Кухар,село Ганна,"Зарудний узвіз, 9, село Людмила, 42800",035 358 38 35,zhurbaliudmyla@kylymnyk.ua
Онищенко,Світлана,Вадимівна,Жінка,1966-07-23 00:00:00,Журналіст,село Ярослава,"бульвар Дурдинець, 62, місто Миколай, 38924",045 613-77-38,tverdokhlibamaliia@i.ua
Ґереґа,Стефан,Петрович,Чоловік,1995-01-10 00:00:00,Патологоанатом,село Одарка,"набережна Шаблій, 217, селище Святослав, 15082",+38 505 294-81-87,malyshkoandrii@haida-oliinyk.com
Пилипенко,Давид,Юрійович,Чоловік,1955-09-10 00:00:00,Ґрунтознавець,селище Зиновій,"набережна Овсієнко, 82, село Тарас, 35576",035 597-94-68,haidaidavyd@ukr.net
Ющенко,Георгій,Вікторович,Чоловік,1998-11-26 00:00:00,Співак,село Пармен,"вулиця Штокало, 5, хутір Аарон, 01227",846-26-67,xvlokh@gov.ua
Павлик,Розалія,Анатоліївна,Жінка,1961-10-23 00:00:00,Прокурор,село Федір,"Андрусенко узвіз, 6, село Петро, 27302",+38 031 312-42-26,boryslavmedvedenko@gmail.com
Забара,Богдан,Назарович,Чоловік,1986-08-23 00:00:00,Перекладач,хутір Павло,"набережна Авраменко, 42, село Лесь, 37969",019 667-09-98,korlyk@ukr.net
Слюсар,Андрій,Михайлович,Чоловік,1940-12-25 00:00:00,Менеджер,хутір Гаврило,"Тригуб узвіз, 57, село Орхип, 05056",024 205 95 32,izhakviktor@nosenko.com
Гаврилів,Геннадій,Іванович,Чоловік,1992-02-28 00:00:00,Єгер,місто Лілія,"Сірченко узвіз, 3, селище Тереза, 02387",041 865 71 78,eavramenko@email.ua
Дзиндра,Ігнат,Назарович,Чоловік,2000-11-26 00:00:00,Фрілансер,селище Соломон,"проспект Романчук, 3, село Вікторія, 98041",615-45-47,imamchur@meta.ua
Скиба,Євген,Артемович,Чоловік,1978-02-06 00:00:00,Зоолог,місто Венедикт,"вулиця Свириденко, 01, село Ліза, 86255",732-47-24,mshvachko@i.ua
Носенко,Валентина,Сергіївна,Жінка,1997-03-30 00:00:00,Складальник,місто Лукʼян,"Вівчаренко узвіз, 951, хутір Христина, 45756",456 45 92,stefan79@ukr.net
Гайда,Василь,Григорович,Чоловік,1963-03-22 00:00:00,Мистецтвознавець,село Антон,"провулок Матвієнко, 9, хутір Мирослав, 71876",040 089 59 94,sofiia61@gmail.com
Корсун,Едита,Іванівна,Жінка,1970-02-12 00:00:00,Хореограф,місто Юстина,"Єсипенко узвіз, 93, селище Оксенія, 65377",+38 975 776-99-60,symonzhuravelʹ@petryk-dzyndra.ua
Їжак,Пармен,Вікторович,Чоловік,1959-09-09 00:00:00,Гірничий інженер,хутір Олена,"майдан Гаврилів, 950, місто Соломія, 13006",+38 (411) 829-19-71,neporozhniimaryna@andriievych-arsenych.org
Ніколюк,Теодор,Вадимович,Чоловік,1956-01-10 00:00:00,Професор,хутір Одарка,"Гоголь-Яновський узвіз, 156, село Амвросій, 32324",+38 927 781 96 14,xskyba@mazepa-cherinʹko.info
Журавель,Данна,Юріївна,Жінка,2008-03-29 00:00:00,Електромонтажник,село Борис,"Кармалюк узвіз, 823, хутір Микита, 89965",+38 (344) 631-82-86,vladyslavzabila@ukr.net
Оберемко,Єлисей,Данилович,Чоловік,1963-05-26 00:00:00,Державний службовець,селище Левко,"Гаєвський узвіз, 62, хутір Вікторія, 44539",+38 372 263-52-54,spas05@bandurka-voblyi.ua
Франко,Віра,Артемівна,Жінка,1984-05-16 00:00:00,Менеджер,село Герман ,"Ляшко узвіз, 6, хутір Герман , 38980",814 94 18,korpaniuksvitlana@vlokh-chmilʹ.ua
Ященко,Пармен,Артемович,Чоловік,1981-05-26 00:00:00,Паралегал,місто Григорій,"Вакуленко узвіз, 9, селище Анжела, 11234",025 719 63 23,jchaban@shakhrai.info
Гуцуляк,Ярослав,Володимирович,Чоловік,1986-02-10 00:00:00,Прокурор,селище Соломон,"Рубець узвіз, 4, село Павло, 51996",061-87-70,sviatoslava63@gmail.com
Кальченко,Марко,Костянтинович,Чоловік,1967-11-29 00:00:00,Гірник,місто Надія,"Арсенич узвіз, 733, місто Яків, 89822",+38 (388) 015-86-20,roksolanaiurchuk@i.ua
Корж,Станіслав,Дмитрович,Чоловік,1988-09-22 00:00:00,Водій,село Ольга,"проспект Пилипенко, 8, село Йосип, 07300",+38 316 727 86 17,avhustyn50@i.ua
Дурдинець,Дан,Назарович,Чоловік,1989-11-27 00:00:00,Модель,селище Єва,"провулок Дрозд, 1, місто Ілля, 78995",+38 635 270-75-03,cdashkevych@derkach-rudyk.укр
Габелко,Опанас,Михайлович,Чоловік,1987-04-30 00:00:00,Художник,хутір Стефан,"проспект Ґжицький, 2, селище Ольга, 36149",+38 (943) 460-38-21,demydzasenko@gov.ua
Михалюк,Руслан,Назарович,Чоловік,1982-11-24 00:00:00,Електрослюсар,село Руслан,"вулиця Цимбалюк, 81, селище Венедикт, 94407",051 178 99 64,hlibchmilʹ@meta.ua
Артимович,Пармен,Володимирович,Чоловік,1977-06-03 00:00:00,Філолог,селище Данило,"вулиця Тягнибок, 6, хутір Макар, 07961",797 64 80,avhustyn24@meta.ua
Верес,Теодор,Олександрович,Чоловік,1990-06-04 00:00:00,ГеологГеофізикГицель,село Артем,"Швачка узвіз, 53, місто Адам, 77482",+38 256 539-51-88,vasylynaandroshchuk@haivoronsʹkyi.info
Гаєвський,Любов,Володимирівна,Жінка,1987-07-25 00:00:00,Візажист,хутір Соломія,"Носенко узвіз, 653, селище Семен, 55770",020 958-70-61,hennadiinestaiko@i.ua
Дахно,Павло,Ільїч,Чоловік,1958-01-20 00:00:00,Фізик,хутір Онисим,"бульвар Бевзенко, 84, хутір Андрій, 82431",401-40-05,panteleimonfranchuk@havryletsʹ.net
